n02807731_10143.JPEG,0.0000,0.0000,0.1787,0.9960
n02807731_10143.JPEG,0.3947,0.3460,0.6347,0.6400
n02807731_10143.JPEG,0.2587,0.9300,0.3787,0.9960
n02807731_10143.JPEG,0.7547,0.4800,0.9920,0.9960
n02807731_10143.JPEG,0.5067,0.6340,0.7867,0.8900
n02807731_10143.JPEG,0.0000,0.0000,0.9947,0.9960
n02807731_10190.JPEG,0.2342,0.4280,0.5826,0.6540
n02807731_10190.JPEG,0.7027,0.6420,0.8709,0.8540
n02807731_10190.JPEG,0.5916,0.6280,0.8408,0.8300
n02807731_10190.JPEG,0.0000,0.0000,0.9940,0.9960
n02807731_10310.JPEG,0.4024,0.6044,0.6243,0.6689
n02807731_10310.JPEG,0.3905,0.5733,0.6331,0.6756
n02807731_10310.JPEG,0.0000,0.0000,0.2426,0.4533
n02807731_10310.JPEG,0.0385,0.0000,0.2396,0.4422
n02807731_10310.JPEG,0.1982,0.0156,0.2544,0.0800
n02807731_10310.JPEG,0.3491,0.0289,0.7396,0.7267
n02807731_10310.JPEG,0.8343,0.0000,0.9941,0.9867
n02807731_10310.JPEG,0.3964,0.6444,0.9172,0.9956
n02807731_10310.JPEG,0.7633,0.3822,0.8550,0.4400
n02807731_10310.JPEG,0.4349,0.0400,0.5325,0.1556
n02807731_10310.JPEG,0.4675,0.0533,0.5296,0.1044
n02807731_10310.JPEG,0.4231,0.0533,0.5325,0.1800
n02807731_10310.JPEG,0.3964,0.5956,0.6213,0.7867
n02807731_10845.JPEG,0.2620,0.0880,0.7700,0.7813
n02807731_10845.JPEG,0.2640,0.0827,0.7740,0.8160
n02807731_10845.JPEG,0.2660,0.0853,0.7700,0.8187
n02807731_10845.JPEG,0.2600,0.0827,0.7600,0.7840
n02807731_10920.JPEG,0.1802,0.6080,0.4895,0.9140
n02807731_10920.JPEG,0.3183,0.5620,0.3754,0.6040
n02807731_10920.JPEG,0.3063,0.6600,0.4054,0.8440
n02807731_10920.JPEG,0.8228,0.4220,0.9790,0.7540
n02807731_10920.JPEG,0.7568,0.6800,0.8889,0.8340
n02807731_10920.JPEG,0.0000,0.0000,0.9940,0.9960
n02807731_11012.JPEG,0.0040,0.0090,0.9980,0.9910
n02807731_11110.JPEG,0.2800,0.9040,0.4520,0.9947
n02807731_11110.JPEG,0.6340,0.0853,0.8760,0.7067
n02807731_11110.JPEG,0.6280,0.0907,0.8880,0.6933
n02807731_11110.JPEG,0.2800,0.7040,0.5420,0.9973
n02807731_11110.JPEG,0.2540,0.0987,0.3600,0.8800
n02807731_11110.JPEG,0.4020,0.6773,0.4760,0.7280
n02807731_11110.JPEG,0.4060,0.6667,0.4680,0.7307
n02807731_11110.JPEG,0.5200,0.6853,0.8740,0.9973
n02807731_11110.JPEG,0.1120,0.7627,0.3920,0.9973
n02807731_11110.JPEG,0.1400,0.0667,0.2780,0.4720
n02807731_11110.JPEG,0.0060,0.0027,0.9980,0.9973
n02807731_1113.JPEG,0.7820,0.5165,0.9980,0.9039
