n02850732_10022.JPEG,0.2553,0.0900,0.8228,0.9400
n02850732_10451.JPEG,0.0940,0.0000,0.9980,0.9973
n02850732_1050.JPEG,0.1737,0.1460,0.7246,0.9540
n02850732_10502.JPEG,0.0060,0.0040,0.9940,0.9960
n02850732_10565.JPEG,0.0381,0.0000,0.5191,0.9609
n02850732_10702.JPEG,0.1051,0.0460,0.7928,0.8640
n02850732_1082.JPEG,0.5360,0.1013,0.7740,0.9253
n02850732_11250.JPEG,0.3120,0.5796,0.5000,0.9459
n02850732_11566.JPEG,0.1920,0.0000,0.9653,0.9960
n02850732_11636.JPEG,0.2246,0.1040,0.7665,0.8940
n02850732_1172.JPEG,0.2987,0.0660,0.8533,0.8800
n02850732_11822.JPEG,0.1832,0.0900,0.9309,0.9960
n02850732_11860.JPEG,0.0200,0.0720,0.4950,0.8460
n02850732_11860.JPEG,0.3450,0.1440,0.9775,0.9960
n02850732_12037.JPEG,0.1480,0.0027,0.5460,0.6000
n02850732_12037.JPEG,0.1420,0.0000,0.8020,0.9547
n02850732_12148.JPEG,0.0347,0.0060,0.6827,0.8840
n02850732_12225.JPEG,0.0210,0.0000,0.9940,0.9940
n02850732_12409.JPEG,0.1733,0.1200,0.5280,0.7260
n02850732_12608.JPEG,0.0000,0.0538,0.8324,0.9946
n02850732_12881.JPEG,0.4133,0.1960,0.8027,0.8760
n02850732_13421.JPEG,0.1351,0.0820,0.9009,0.9920
n02850732_13918.JPEG,0.0000,0.0000,0.9067,0.9960
n02850732_14367.JPEG,0.0025,0.0033,0.9975,0.9967
n02850732_14625.JPEG,0.2102,0.0900,0.9219,0.9460
n02850732_14768.JPEG,0.2040,0.0027,0.8500,0.9973
n02850732_14921.JPEG,0.2583,0.2060,0.5435,0.6420
n02850732_14988.JPEG,0.0275,0.0940,0.9725,0.9420
n02850732_15003.JPEG,0.5200,0.0360,0.9947,0.9320
n02850732_15003.JPEG,0.0000,0.1260,0.5147,0.9640
n02850732_16567.JPEG,0.1547,0.0720,0.8293,0.9360
n02850732_16822.JPEG,0.2997,0.4775,0.6061,0.9700
n02850732_17048.JPEG,0.0133,0.0040,0.9947,0.9940
n02850732_17342.JPEG,0.0803,0.2500,0.4404,0.8520
n02850732_17480.JPEG,0.2883,0.4100,0.6637,0.8920
n02850732_17570.JPEG,0.2480,0.4200,0.5760,0.8720
n02850732_18163.JPEG,0.5067,0.4320,0.7387,0.7760
n02850732_183.JPEG,0.3694,0.6100,0.6486,0.9400
n02850732_1887.JPEG,0.2747,0.3760,0.5867,0.8320
n02850732_18975.JPEG,0.1745,0.0340,0.7913,0.9960
n02850732_19154.JPEG,0.2100,0.0000,0.8240,0.9970
n02850732_19227.JPEG,0.3093,0.5140,0.9339,0.9960
n02850732_19426.JPEG,0.2293,0.0060,0.9813,0.9960
n02850732_19559.JPEG,0.3140,0.0480,0.6420,0.9573
n02850732_19731.JPEG,0.0160,0.0000,0.9980,0.9973
n02850732_20266.JPEG,0.3500,0.0000,0.5820,0.5387
n02850732_20406.JPEG,0.1360,0.2000,0.8400,0.8860
n02850732_20584.JPEG,0.2267,0.0260,0.8267,0.9840
n02850732_20621.JPEG,0.4720,0.3844,0.6280,0.5826
n02850732_20761.JPEG,0.1701,0.0900,0.7566,0.9320
n02850732_20761.JPEG,0.5836,0.0700,0.9238,0.7140
n02850732_20897.JPEG,0.2192,0.0000,0.8529,0.9960
n02850732_21007.JPEG,0.2053,0.0160,0.9120,0.9800
n02850732_21031.JPEG,0.2395,0.1140,0.8563,0.9440
n02850732_21089.JPEG,0.0860,0.1147,0.3580,0.6160
n02850732_21305.JPEG,0.1629,0.0120,0.8511,0.9600
n02850732_21333.JPEG,0.1441,0.0000,0.8138,0.9640
n02850732_21500.JPEG,0.0299,0.0100,0.9664,0.9860
n02850732_21615.JPEG,0.2478,0.3900,0.8896,0.9960
n02850732_22772.JPEG,0.1820,0.0000,0.9980,0.9973
n02850732_23003.JPEG,0.2952,0.5420,0.9819,0.9960
